Country (mentioned),Review Date,Claim,Source,Label,Fact-checked Article,clean_claims,clean_claims_wsw
Afghanistan,"Sep 8, 2021","The Taliban survived the last 18 months with no vaccines, social distancing, PCR testing, masks or business closures to then recapture an entire country with no mass deaths amongst their population during the pandemic.",facebook,0,https://leadstories.com/hoax-alert/2021/09/fact-check-taliban-and-afghanistan-did-not-skip-vaccines-escape-mass-deaths-during-covid-pandemic.html,the taliban survived the last months with no vaccines social distancing pcr testing masks or business closures to then recapture an entire country with no mass deaths amongst their population during the pandemic,taliban survived last months vaccines social distancing pcr testing masks business closures recapture entire country mass deaths amongst population pandemic
Argentina,"Sep 8, 2021",Pulmonologist doctor expresses that vaccines have many serious adverse effects and that they are gene therapies that did not pass the animal testing phase. ,Multiple sources,0,https://chequeado.com/el-explicador/son-falsas-las-afirmaciones-de-la-medica-mirande-sobre-las-vacunas-contra-el-coronavirus/,pulmonologist doctor expresses that vaccines have many serious adverse effects and that they are gene therapies that did not pass the animal testing phase,pulmonologist doctor expresses vaccines many serious adverse effects gene therapies pass animal testing phase
Japan,"Sep 7, 2021",Japan has approved ivermectin as Covid-19 treatment,multiple sources,1,https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9M48JR-1,japan has approved ivermectin as covid treatment,japan approved ivermectin covid treatment
Israel,"Sep 7, 2021",A study in Israel has found that natural immunity is 13 times more effective agains the Delta variant than COVID-19 vaccines,person,1,https://verafiles.org/articles/vera-files-fact-check-claim-natural-immunity-covid-19-infect,study in israel has found that natural immunity is times more effective agains the delta variant than covid vaccines,study israel found natural immunity times effective agains delta variant covid vaccines
South Africa,"Sep 7, 2021",Video spreads 0 claims in South Africa about Covid-19 and vaccines,multiple sources,0,https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9MD9T8-1,video spreads claims in south africa about covid and vaccines,video spreads claims south africa covid vaccines
Germany,"Sep 7, 2021",The German government does not recommend the use of Covid-19 vaccines and has frozen licensing of vaccines.,facebook,0,https://fullfact.org/health/Germany-covid-vaccine-halt/,the german government does not recommend the use of covid vaccines and has frozen licensing of vaccines,german government recommend use covid vaccines frozen licensing vaccines
Australia,"Sep 7, 2021",COVID-19 public health orders in New South Wales are invalid as they have been issued under the guise of a state of emergency that has never been declared.,website,0,https://www.aap.com.au/0-nsw-health-order-claim-needs-a-legal-lesson/,covid public health orders in new south wales are invalid as they have been issued under the guise of state of emergency that has never been declared,covid public health orders new south wales invalid issued guise state emergency never declared
Philippines,"Sep 7, 2021",42 people in Batangas who were fully vaccinated against COVID-19 have died,tiktok,1,https://verafiles.org/articles/vera-files-fact-check-1-video-about-post-vaccinatio,people in batangas who were fully vaccinated against covid have died,people batangas fully vaccinated covid died
United States,"Sep 7, 2021",Afghan refugees will receive ivermectin before coming to the US,twitter,1,"https://misbar.com/factcheck/2021/09/07/the-fda-gives-ivermectin-to-refugees-for-parasites,-not-covid",afghan refugees will receive ivermectin before coming to the us,afghan refugees receive ivermectin coming us
Italy,"Sep 7, 2021",Salvini is (almost) right about the only countries in the world with mandatory vaccination,person,1,https://pagellapolitica.it/dichiarazioni/8966/salvini-ha-quasi-ragione-sugli-unici-paesi-al-mondo-con-lobbligo-vaccinale,salvini is almost right about the only countries in the world with mandatory vaccination,salvini almost right countries world mandatory vaccination
United States,"Sep 6, 2021",Video shows Russian President Vladimir Putin pledging his support for a US-led investigation into the origins of the coronavirus pandemic.,twitter,0,https://www.boomlive.in/world/fake-news-vladimir-putin-joe-biden-russia-us-probe-covid-19-origin-14590,video shows russian president vladimir putin pledging his support for us led investigation into the origins of the coronavirus pandemic,video shows russian president vladimir putin pledging support us led investigation origins coronavirus pandemic
Canada,"Sep 6, 2021","Calgary mayor said Covid-19 is a ""hoax""",facebook,0,https://fullfact.org/health/0-calgary-transcript/,calgary mayor said covid is hoax,calgary mayor said covid hoax
United Kingdom,"Sep 6, 2021",No healthy child has died from Covid-19 in the UK.,news media,0,https://fullfact.org/health/mail-understates-covid-children-risk/,no healthy child has died from covid in the uk,healthy child died covid uk
Italy,"Sep 6, 2021","Covid-19 test for one euro, hospitalizations for 15 thousand euro: Occhiuto (Fi) is wrong, but how much?",person,0,https://pagellapolitica.it/dichiarazioni/8964/test-covid-19-a-un-euro-ricoveri-a-15-mila-euro-occhiuto-fi-sbaglia-ma-quanto,covid test for one euro for thousand euro occhiuto fi is wrong but how much,covid test one euro thousand euro occhiuto fi wrong much
United States,"Sep 6, 2021",Christine Grady is involved in approving COVID-19 vaccines.,facebook,0,http://checkyourfact.com/2021/09/06/fact-check-anthony-fauci-christine-grady-fda-nih-approving-covid-vaccines/,christine grady is involved in approving covid vaccines,christine grady involved approving covid vaccines
Mexico,"Sep 6, 2021","In August 2021, the first case of lambda was registered in Mexico, in Colima",multiple sources,1,https://factual.afp.com/http%253A%252F%252Fdoc.afp.com%252F9MC2V9-1,in august the first case of lambda was registered in mexico in colima,august first case lambda registered mexico colima
United Kingdom,"Sep 6, 2021",Fewer than 300 children have been hospitalised with Covid-19 in England since the pandemic began and all but around 20 had underlying health issues.,news media,0,https://fullfact.org/health/mail-understates-covid-children-risk/,fewer than children have been hospitalised with covid in england since the pandemic began and all but around had underlying health issues,fewer children hospitalised covid england since pandemic began around underlying health issues
Australia,"Sep 6, 2021",Two children died from Pfizer-BioNTechs COVID-19 vaccine in Australia.,multiple sources,0,https://www.boomlive.in/amp/world/fake-news-two-australian-children-dead-pfizer-biontech-covid-19-vaccine-14586,two children died from pfizer biontechs covid vaccine in australia,two children died pfizer biontechs covid vaccine australia
Singapore,"Sep 6, 2021","“But [Benjamin Glynn’s] refusal to wear [a mask] … saw him treated like a terrorist, as he tells RT.”",person,1,https://www.polygraph.info/a/fact-check-benjamin-glynn-deported-singapore/31442244.html,but benjamin glynns refusal to wear mask saw him treated like terrorist as he tells rt,benjamin glynns refusal wear mask saw treated like terrorist tells rt
Philippines,"Sep 6, 2021",Mygz Molina grieving death of comedian Noemi “Mahal” Tesorero,multiple sources,0,https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9M97EH-2,mygz molina grieving death of comedian noemi mahal tesorero,mygz molina grieving death comedian noemi mahal tesorero
United Kingdom,"Sep 6, 2021",You are not being given an option to refuse the vaccines.,instagram,0,https://fullfact.org/health/Mike-Yeadon-video/,you are not being given an option to refuse the vaccines,given option refuse vaccines
