Country (mentioned),Review Date,Claim,Source,Label,Fact-checked Article
Iran,"Sep 1, 2021","“The leader of the revolution has not yet banned a specific vaccine. From the beginning, they insisted on buying vaccines safely, and for some reason they did not consider buying from the United States, Britain and France safe.”",person,0,https://www.polygraph.info/a/as-covid-19-spikes-iran-pirouettes-on-western-vaccine-ban/31439114.html
Israel,"Sep 1, 2021","There has been an increase in infections in Israel, so COVID-19 vaccines have not worked as expected.",facebook,0,https://demagog.org.pl/fake_news/szczepionki-przeciw-covid-19-nie-zadzialaly-w-izraelu-fake-news/
United States,"Aug 31, 2021",An order by the governor of Tennessee allows National Guard troops to kidnap people and take them to COVID-19 internment camps.,multiple sources,0,https://www.boomlive.in/world/fake-news-tennessee-national-guard-covid-19-interment-camps-14511
India,"Aug 31, 2021","Indian Army soldiers fainted, and a few even died after getting the Covid-19 vaccine.",social media,0,https://thelogicalindian.com/fact-check/anti-vaccine-claims-30496
Denmark,"Aug 31, 2021",Denmark will lift all Covid-19 restrictions.,twitter,0,https://www.dogrulukpayi.com/dogrulama/danimarka-nin-tum-covid-19-kisitlamalarini-kaldiracagi-iddiasi
Germany,"Aug 31, 2021","For the Covid-19 vaccines currently approved in Germany, there are no clinical studies that prove their effectiveness and safety. In addition, nobody is liable for vaccine damage.",facebook,0,https://correctiv.org/faktencheck/2021/08/31/doch-die-wirksamkeit-und-sicherheit-von-covid-19-impfstoffen-wurde-in-studien-belegt/
Australia,"Aug 31, 2021",Two children died from Pfizer-BioNTechs COVID-19 vaccine in Australia.,multiple sources,0,https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9LQ36X-5
United States,"Aug 30, 2021",The US CDC withdraws the PCR test due to it not being able to distinguish Covid from flu viruses,social media,0,https://piaui.folha.uol.com.br/lupa/2021/08/30/verificamos-cdc-testagem-pcr/
United States,"Aug 30, 2021",Poison control calls jumped 550% in Texas from use of horse and cow dewormer,social media,2,https://www.usatoday.com/story/news/factcheck/2021/08/30/fact-check-590-spike-texas-poison-control-calls-ivermectin/5643254001/
Argentina,"Aug 30, 2021",Maria Meride vaccines video,social media,0,https://maldita.es/malditaciencia/20210830/maria-mirande-entrevista-video-vacunas-covid-coronavirus/
United States,"Aug 30, 2021",Fauci’s wife is involved with the FDA’s vaccine testing and approval,social media,0,https://www.usatoday.com/story/news/factcheck/2021/08/30/fact-check-faucis-wife-has-no-role-vaccine-approval/5616304001/
Australia,"Aug 30, 2021","In Australia, children are compulsorily vaccinated against Covid-19",multiple sources,0,https://sprawdzam.afp.com/http%253A%252F%252Fdoc.afp.com%252F9LW63Y-1
Burundi,"Aug 30, 2021",All presidents who reject the WHO vaccine appear dead or are assassinated President of Burundi President of Tanzania for Haiti,social media,0,https://maldita.es/malditobulo/20210830/presidentes-muertos-asesinados-rechazar-vacunas-Covid-19/
United Kingdom,"Aug 30, 2021",Inventor of messenger RNA technology opposes its use,person,1,https://factuel.afp.com/http%253A%252F%252Fdoc.afp.com%252F9LQ6BP-1
United States,"Aug 30, 2021","Member countries of the European Union have reported 1.5 million vaccine-related injuries and 15,472 deaths.",news media,0,https://www.rappler.com/newsbreak/fact-check/european-union-reports-millions-injuries-related-covid-19-vaccines
Australia,"Aug 30, 2021","In Australia, thousands of children are vaccinated at the stadium in the absence of their parents.",facebook,1,https://facta.news/fuori-contesto/2021/08/30/questo-video-di-una-bambina-in-lacrime-non-centra-con-la-covid-19/
Italy,"Aug 30, 2021","Meyer hospital in Florence there would be ""three children / adolescents (at 11:50 am this morning) hospitalized in intensive care in a serious state for (it seems) post vaccine causes"".",facebook,0,https://facta.news/notizia-falsa/2021/08/30/no-al-bambino-gesu-tre-adolescenti-non-sono-deceduti-dopo-la-vaccinazione-anti-covid/
India,"Aug 30, 2021",Indian military force vaccinated its troops and many of them dropped dead,social media,0,https://www.thequint.com/news/webqoof/video-of-indian-army-soldiers-collapsing-shared-with-anti-vaxx-narrative-fact-check
United States,"Aug 30, 2021",The US Centers for Disease Control and Prevention withdraws its request for emergency use authorization for its COVID-19 PCR diagnostic test due to the inaccuracy of the test.,facebook,0,https://www.rappler.com/newsbreak/fact-check/center-disease-control-withdraw-emergency-use-covid-19-pcr-test-inaccuracy
United States,"Aug 29, 2021",This is a CNN article on a Covid-19 victim who 'blames the unvaccinated',social media,0,https://www.usatoday.com/story/news/factcheck/2021/08/29/fact-check-fake-cnn-article-covid-19-victims-last-words/5616484001/
India,"Aug 28, 2021",Indian military force vaccinated its troops and many of them dropped dead,facebook,0,https://www.boomlive.in/fact-check/fake-news-viral-video-indian-army-jawans-mamun-military-station-pathankot-collapsed-heat-endurance-traning-covid19-vaccine-factcheck-14469
United Kingdom,"Aug 28, 2021","Green Pass useless after the 4,700 infections in Cornwall after the Boardmasters festival.",news media,1,https://www.bufale.net/i-no-tutto-speculano-sui-4700-contagi-dopo-il-festival-boardmasters-nonostante-il-pass-cosa-non-capiscono/
India,"Aug 28, 2021",Indian military force vaccinated its troops and many of them dropped dead,social media,0,https://www.altnews.in/hindi/indian-army-men-collapse-during-endurance-training-video-viral-with-anti-vax-claim/
United States,"Aug 27, 2021",A school is requiring unvaccinated student athletes to wear ankle monitors,social media,1,https://www.usatoday.com/story/news/factcheck/2021/08/27/fact-check-post-takes-schools-contact-tracing-program-out-context/5605356001/
Sri Lanka,"Aug 27, 2021",Rapid antigen test kits produced in Sri Lanka for sale,person,0,https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9LL8DG-1
India,"Aug 27, 2021",Indian military force vaccinated its troops and many of them dropped dead,twitter,0,https://leadstories.com/hoax-alert/2021/08/fact-check-video-of-emergency-care-to-indian-soldiers.html
United States,"Aug 27, 2021",CNN Published An Article Describing A Healthy 40-Year-Old COVID-19 Victim,instagram,0,https://leadstories.com/hoax-alert/2021/08/fact-check-cnn-did-not-publish-article-about-covid19-victims.html
Canada,"Aug 27, 2021","Calgary mayor said Covid-19 is a ""hoax""",facebook,0,http://checkyourfact.com/2021/08/26/fact-check-calgary-mayor-testify-covid-hoax/
United Kingdom,"Aug 27, 2021","“UK, report shocks experts. Covid infected: 89% are vaccinated """,social media,0,https://facta.news/notizia-falsa/2021/08/27/non-e-vero-che-l89-per-cento-dei-contagiati-covid-nel-regno-unito-sono-vaccinati/
Germany,"Aug 27, 2021",Vaccinations against the corona virus have been in Germany since the beginning of the year. Many associate vaccination with the hope that herd immunity will soon be achieved and that the virus will not spread any further. But the chances of this are slim.,twitter,1,"https://www.br.de/nachrichten/wissen/herdenimmunitaet-ist-kaum-zu-erreichen,ShCIzZT"
United States,"Aug 27, 2021",Pfizer vaccine has not been approved by the FDA and remains in emergency use in the United States.,social media,0,https://www.usatoday.com/story/news/factcheck/2021/08/26/fact-check-fda-fully-approved-pfizers-coronavirus-vaccine/5594543001/
United States,"Aug 26, 2021",75 Florida doctors staged a walkout to protest unvaccinated patients,social media,0,https://www.usatoday.com/story/news/factcheck/2021/08/26/fact-check-aug-24-florida-doctors-gathering-not-walkout/5592718001/
United States,"Aug 26, 2021",Pfizer vaccine has not been approved by the FDA and remains in emergency use in the United States.,instagram,0,http://checkyourfact.com/2021/08/26/fact-check-viral-post-fda-not-approve-pfizer-covid-19-vaccine/
United States,"Aug 26, 2021",A person can die of COVID-19 infection even after being fully vaccinated.,multiple sources,2,https://www.snopes.com/fact-check/can-you-die-of-covid-19-if-vaccinated/
Australia,"Aug 26, 2021","In Australia, ""they’re already taking children out of homes that there’s possible risk of COVID in — they’re putting them in detainment camps.""",person,0,https://www.factcheck.org/2021/08/scicheck-chiropractor-again-peddles-0-1-covid19-claims/
Martinique,"Aug 26, 2021",Ivermectin was requisitioned by the government in Martinique,multiple sources,0,https://factuel.afp.com/http%253A%252F%252Fdoc.afp.com%252F9LN6QR
Australia,"Aug 26, 2021",Two Australian MPs developed the condition due to their COVID-19 vaccinations.,instagram,0,https://www.aap.com.au/politicians-bells-palsy-vaccine-links-a-0-diagnosis/
United States,"Aug 26, 2021","The delta variant of the coronavirus ""is not showing more deaths, it is not showing more of a problem.""",person,1,https://www.factcheck.org/2021/08/scicheck-chiropractor-again-peddles-0-1-covid19-claims/
Thailand,"Aug 26, 2021",Thai doctor urges public to self-isolate from Lambda strain outbreak,multiple sources,0,https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9LK6CU-1
United States,"Aug 26, 2021","Employees at the White House, CDC, FDA, WHO, Pfizer, Moderna, and Johnson & Johnson are not required to be vaccinated for COVID-19.",instagram,1,https://leadstories.com/hoax-alert/2021/08/fact-check-only-some-federal-agencies-health-organizations-do-not-require-employees.html
Brazil,"Aug 26, 2021",Brazil surpassed the United States in relation to the percentage of the population vaccinated against covid-19,multiple sources,1,https://checamos.afp.com/http%253A%252F%252Fdoc.afp.com%252F9LN2E7-1
United Kingdom,"Aug 25, 2021",A Facebook post shows a screengrab from a government website with a list of reported deaths and side effects caused by the Covid-19 vaccines.,facebook,0,https://fullfact.org/health/yellow-card-fake-website/
Singapore,"Aug 25, 2021",Singapore has become the first country in the world to conduct an autopsy (post-mortem) on Covid-19 corpses.,social media,0,https://www.boatos.org/saude/singapura-descobriu-covid-19-causada-bacteria-exposta-radiacao.html
Australia,"Aug 25, 2021","A video shows that children in Australia are taken away from their parents if they are infected with Covid-19, or so that they are ""forcibly vaccinated"".",social media,0,https://correctiv.org/faktencheck/2021/08/25/nein-dieses-video-zeigt-keine-zwangsimpfungen-von-kindern-in-australien/
United States,"Aug 25, 2021","Republican gubernatorial nominee Glenn Youngkin called COVID-19 relief ""unnecessary"" in a May 12 interview",news media,0,http://checkyourfact.com/2021/08/25/fact-check-glenn-youngkin-covid-relief-unnecessary-interview/
United States,"Aug 25, 2021",Pfizer vaccine has not been approved by the FDA and remains in emergency use in the United States.,social media,0,https://www.open.online/2021/08/25/covid-19-fda-vaccino-pfizer-gianluigi-paragone/
United States,"Aug 25, 2021","The claim that the CDC announced 13,068 deaths due to Covid-19 vaccines",social media,0,https://teyit.org/analiz-cdcnin-covid-19-asilarindan-dolayi-13-bin-68-olum-acikladigi-iddiasi
United States,"Aug 25, 2021","Employees at the White House, CDC, FDA, WHO, Pfizer, Moderna, and Johnson & Johnson are not required to be vaccinated for COVID-19.",social media,1,https://www.usatoday.com/story/news/factcheck/2021/08/25/fact-check-post-white-house-vaccine-companies-rules-partly-0/8235769002/
Australia,"Aug 24, 2021","According to a media report, Australia financially punishes parents who do not vaccinate their children.",facebook,1,https://correctiv.org/faktencheck/2021/08/24/australien-eltern-erhalten-steuervorteile-wenn-sie-ihre-kinder-impfen-lassen-doch-das-gilt-aktuell-nicht-fuer-die-corona-impfung/
United States,"Aug 24, 2021",Tennessee executive order allows creation of Covid-19 internment camps,multiple sources,0,https://factcheck.afp.com/http%253A%252F%252Fdoc.afp.com%252F9LD4BQ-3
Sweden,"Aug 24, 2021","After a year and a half facing Covid without lockdown, Sweden has a mortality rate, for Covid, lower than the United Kingdom, France, Portugal, Spain, Italy, Belgium, United States and many other countries, which have repeatedly locked down",person,0,https://politica.estadao.com.br/blogs/estadao-verifica/mortalidade-covid-19-suecia-osmar-terra/
United States,"Aug 24, 2021",The CDC encourages getting a COVID vaccine as part of preparing for a hurricane.,multiple sources,2,https://www.newsweek.com/fact-check-cdc-covid-vaccine-hurricane-1622388
France,"Aug 24, 2021",Image of a demonstration in Paris for the COVID passport,social media,0,https://maldita.es/malditobulo/20210824/manifestacion-paris-pasaporte-covid-2015-atentados/
Australia,"Aug 24, 2021",At least two children died in Australia after receiving COVID-19 vaccines in a mass vaccination program for students.,person,0,https://www.aap.com.au/australian-students-did-not-die-in-covid-19-vaccination-drive/
Australia,"Aug 24, 2021",At least two children died in Australia after receiving COVID-19 vaccines in a mass vaccination program for students.,facebook,0,https://www.aap.com.au/australian-students-did-not-die-in-covid-19-vaccination-drive/
United States,"Aug 24, 2021","Employees at the White House, CDC, FDA, WHO, Pfizer, Moderna, and Johnson & Johnson are not currently required to be vaccinated for COVID-19.",social media,2,https://www.snopes.com/fact-check/white-house-vaccine-mandate/
Brazil,"Aug 24, 2021",Vaccination against COVID-19 is a medical experiment,person,0,https://politica.estadao.com.br/blogs/estadao-verifica/medica-engana-vacinas-experimentais/
